-0.496587	-0.596565
-0.576776	-0.484995
-0.83142	-0.805617
-2.50946	-2.63081
-0.460524	-0.505855
0.102015	0.213143
-1.93496	-2.1202
-0.132001	-0.0268653
-0.340456	-0.527415
0.757665	0.937149
-0.292365	-0.289826
0.000896565	-0.0691871
1.12655	0.947764
0.0649637	0.153169
0.78677	0.840439
0.937611	0.995587
-0.0450059	-0.0278047
-0.187242	-0.220289
1.17009	1.13418
0.123866	0.0721621
2.27192	2.31392
-1.75264	-1.53802
-0.0146157	-0.159998
-0.516763	-0.657498
-1.6631	-1.64107
-0.262985	-0.49744
-1.64	-1.71056
0.135871	-0.0112918
1.28815	1.19282
-1.71692	-1.4881
0.766756	0.678866
-0.268839	-0.344924
-0.415022	-0.405949
0.164658	0.196004
-0.286068	-0.489435
1.8689	1.7549
-0.0803989	-0.0833748
1.21694	1.237
1.55974	1.56855
1.07815	1.07199
0.223263	0.264659
2.47703	2.3013
-0.724231	-0.564621
-1.0825	-1.23064
0.42742	0.319569
-0.296192	-0.33212
-0.984726	-0.836507
-1.21134	-1.03412
-1.35396	-1.05536
-1.10038	-1.14222
0.281165	0.273282
0.0538696	-0.195512
0.524847	0.614589
0.684858	0.414695
-1.73751	-1.56341
1.1811	1.48408
-1.31852	-1.21692
-0.109671	0.129754
-0.0793558	-0.169299
0.0216397	-0.26243
-0.729235	-0.678209
-0.0399476	0.0653072
-0.850539	-0.947254
1.07362	1.1157
-0.857219	-0.840193
0.764291	0.881899
0.739052	0.82421
0.233522	0.0114939
-1.03323	-0.963303
-1.15673	-1.27261
-0.46634	-0.428125
0.988223	1.02223
0.293682	0.359655
-0.170727	0.147105
-2.10634	-1.88034
0.402719	0.320752
-1.13931	-1.07909
0.826795	0.994135
1.00536	0.912787
0.251345	0.0574498
-1.61359	-1.17768
1.08874	1.34839
1.22331	1.27313
0.332372	0.644152
0.0862184	-0.0558397
-1.38661	-1.12304
0.20484	0.100442
-0.201216	-0.264668
-0.264269	-0.195871
1.49535	1.69815
0.806568	0.520719
-0.384557	-0.140595
0.486123	0.256125
0.99393	1.14835
-0.384728	-0.304064
-0.685843	-0.656606
-0.0654367	-0.089119
-0.149399	-0.265717
0.53303	0.488476
-0.260598	-0.266471
0.0263082	-0.00809888
-0.869227	-1.04102
0.608298	0.547783
-0.765948	-0.532577
-0.357567	-0.279846
0.438474	0.57864
0.0960819	0.243824
1.20714	1.18981
-0.662708	-0.563388
-0.289025	-0.325928
-0.174992	-0.168542
1.32006	0.97674
-1.06649	-1.07822
0.0693877	0.196463
-1.95881	-1.92793
0.909943	0.798242
-1.27712	-1.08574
0.286928	0.387221
1.1916	1.05472
-1.69945	-1.71591
-2.05622	-2.21184
0.975085	0.525731
-0.923473	-0.811011
-0.737989	-0.614809
0.930511	0.977559
1.06081	1.18619
-0.150287	-0.302374
1.07242	1.15529
0.190676	0.31852
-0.323201	-0.197823
1.92162	1.82686
0.162965	0.0233316
1.52841	1.58797
-0.0514258	0.0574613
-0.671587	-0.670324
-0.676876	-0.616922
-0.771616	-0.53803
-0.00873441	-0.188284
1.91528	1.80644
-0.498305	-0.550676
0.576483	0.582573
0.839372	0.970988
-0.612264	-0.759351
-0.103907	-0.098137
0.936962	0.790349
-0.798444	-0.982995
-0.80329	-0.739843
0.162225	0.217143
1.96528	1.77844
0.501377	0.390621
0.241301	-0.0514469
-0.211452	-0.255187
-0.0584677	-0.129563
-1.02663	-1.07586
-0.262349	-0.118925
0.453522	0.51639
1.82712	1.72083
-0.423699	-0.356522
0.0175897	-0.0189943
-1.05319	-0.964635
-1.54434	-1.79102
-1.64314	-1.81572
-0.104978	-0.24728
-1.55594	-1.52289
-0.546203	-0.588193
-1.11686	-0.939636
-1.77478	-1.79524
-0.58787	-0.657687
-0.882283	-0.687272
-1.45578	-1.72003
0.0369453	0.0794793
0.962575	1.03227
-0.724958	-1.01201
-0.711423	-0.803499
0.765127	0.671591
0.390925	0.462228
1.03768	1.23423
-0.540064	-0.440009
